id,corpus,site,region,period,material,type,signs_str,sign_count,pdr_reading,grammar_pattern,n_translated,n_unknown,coverage,sanskrit,translation_yaj
2856.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,SEAL:R,+090-740-717-770-235+,1,[+090-740-717-770-235+],SOLO,0,1,0.0,amatra-dAna,Mighty one's (Indra's[RV 1.61.9]) gift[RV]
2857.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+820-064-104+,1,[+820-064-104+],SOLO,0,1,0.0,arara,O (golden) door (of Soma)[RV 9.5.5;dvā́ro devī́r hiraṇyáyīḥ]
2858.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+740-007-503-002-817+,1,[+740-007-503-002-817+],SOLO,0,1,0.0,rava-Ahan,O roaring[√रु अच्] killer[RV]
2859.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+740-100-415-745-060-920+,1,[+740-100-415-745-060-920+],SOLO,0,1,0.0,damana-tAna,O Subduing[MBh] roarer[√तन् अच्]
2860.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+740-354-002-817+,1,[+740-354-002-817+],SOLO,0,1,0.0,rava-cana,O roaring[√रु अच्] destroyer[√चन् अच्]
2861.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+527-550-033-705-220-415-060-550+,1,[+527-550-033-705-220-415-060-550+],SOLO,0,1,0.0,asama-tama-aYjasam,The most unequalled[RV] (Soma) mixture[RV]
2862.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+423-003-263-104-745-055+,1,[+423-003-263-104-745-055+],SOLO,0,1,0.0,janAt jayaH,Victory[RV] due to the people[RV]
2863.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+001-226-032-002-454+,1,[+001-226-032-002-454+],SOLO,0,1,0.0,A-lava-hanmane,For the one who has a cutting[Nalod] blow[RV]
2864.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+527-555-407-844-055-000+,1,[+527-555-407-844-055-000+],SOLO,0,1,0.0,,
2865.1,yajnadevam,Mohenjo-daro,Lower Indus,Early,Steatite,SEAL:R,+740-690-435-255-240-220-415-806-742-060-920+,1,[+740-690-435-255-240-220-415-806-742-060-920+],SOLO,0,1,0.0,damana-sattamam mAKam,The Subduer’s[MBh] (Rudra's) very best[Br] sacrifice[Hariv]
2866.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+832-904-740-444-388-233-798-806+,1,[+832-904-740-444-388-233-798-806+],SOLO,0,1,0.0,saham vapam aTa,"The mighty[RV] sower[VS], indeed[RV]"
2867.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+617-142-384-032-154-806-467+,1,[+617-142-384-032-154-806-467+],SOLO,0,1,0.0,kzaya saBA-Anana,"O Destroyer[√क्षि], the face[RV] of the council[RV][SR: sabhāpati]"
2868.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+740-338-605-176-001-820+,1,[+740-338-605-176-001-820+],SOLO,0,1,0.0,rezaRa-mAna,O Injuring[RV] honored[√मन घञ्] one
2869.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+401-823-381-920-000+,1,[+401-823-381-920-000+],SOLO,0,1,0.0,,
2870.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+740-900-003-615-503+,1,[+740-900-003-615-503+],SOLO,0,1,0.0,ref:2488.2,
2871.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+740-100-233-220-032-002-820+,1,[+740-100-233-220-032-002-820+],SOLO,0,1,0.0,rava Sama-mAna,O Roarer[√रु] with the tranquil[MBh] appearance[RV] [SR: Śiva]
2872.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+740-100-176-002-861-533-717+,1,[+740-100-176-002-861-533-717+],SOLO,0,1,0.0,daha rava-hAna,O burner[MBh] O roaring[√रु अच्] destroyer[Śaṃk]
2873.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,SEAL:R,+740-690-435-255-240-235+,1,[+740-690-435-255-240-235+],SOLO,0,1,0.0,amam mAKam,Powerful[RV] sacrifice[RV]
2874.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+407-005-001-746-740-590+,1,[+407-005-001-746-740-590+],SOLO,0,1,0.0,vanan apara,The unrivalled[RV] roaring one[√वन् शतृॅं]
2875.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+154-798-463-353+,1,[+154-798-463-353+],SOLO,0,1,0.0,Cadasya,Of the Protector[√छद् अच्][gms];
2876.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+137-003-001-740-920-322+,1,[+137-003-001-740-920-322+],SOLO,0,1,0.0,madana-jA,born of(Daughter of)[MBh] Madana(Kāma)
2877.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+740-055-220-032-798-002-820+,1,[+740-055-220-032-798-002-820+],SOLO,0,1,0.0,ravasa saM-jana,"O Roarer[MārkP], Creator of all[RV]"
2878.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+617-142+,1,[+617-142+],SOLO,0,1,0.0,ref:137.1,
2879.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+617-145+,1,[+617-145+],SOLO,0,1,0.0,cAnana,O Roarer[√चन् ल्युट्]
2880.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+740-900-003-803-002-820+,1,[+740-900-003-803-002-820+],SOLO,0,1,0.0,ravasa-jAn,O Roaring[MārkP] creator[√जन् क्विप्]
2881.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+407-004-002-820+,1,[+407-004-002-820+],SOLO,0,1,0.0,ref:401.1,
2882.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+405-004-001-139+,1,[+405-004-001-139+],SOLO,0,1,0.0,A-cara,O wandering one[√चर् अच्; SR: kṣamācara]
2883.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+226-032-798-742-060-920+,1,[+226-032-798-742-060-920+],SOLO,0,1,0.0,damana sa-hanman,O Subduer[MBh] with the (deadly) blow[RV]
2884.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+740-519+,1,[+740-519+],SOLO,0,1,0.0,ref:1326.2,
2885.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+740-861-383-031+,1,[+740-861-383-031+],SOLO,0,1,0.0,asram,One who throws[TBr](arrows/thunderbolt: Śiva)
2886.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+250-605-626-060-820+,1,[+250-605-626-060-820+],SOLO,0,1,0.0,rama-raRa-da,O beloved[W] joy[RV] giver[RV]
2887.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,SEAL:R,+405-845-686-740-793-003-233-805-002-861-533-717+,1,[+405-845-686-740-793-003-233-805-002-861-533-717+],SOLO,0,1,0.0,dAha-rava saM-jAra-anIka-Dara,"O burning[MBh] roarer[√रु अच्], O all consuming[RV] bearer[MBh] of armies[ŚivaP][SR: senāpati]"
2888.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+740-405-590-220-032-806+,1,[+740-405-590-220-032-806+],SOLO,0,1,0.0,saham varam,The mighty excellent one
2889.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+679-740-575-017-240-806-002-540+,1,[+679-740-575-017-240-806-002-540+],SOLO,0,1,0.0,Dava sma samAnaka,O Lord[Hariv] who indeed is the equalizer[RV]
2890.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+740-752-001-033-706+,1,[+740-752-001-033-706+],SOLO,0,1,0.0,aYja-IrRa,O maker[√अञ्ज् अच्] of what has flowed[√ॠ क्त]
2891.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+520-220-415-798+,1,[+520-220-415-798+],SOLO,0,1,0.0,A-sat-tman,O soul[RV] of all existence[RV][MBh: sarvātman]
2892.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+204-630-233-832-904-794-630-235-060-550+,1,[+204-630-233-832-904-794-630-235-060-550+],SOLO,0,1,0.0,aham amatu AtmataH,May he render firm[√अम् लोट् 1s; TS] the day[RV] by his own self[आत्म तसिल्]
2893.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+740-752-055-233+,1,[+740-752-055-233+],SOLO,0,1,0.0,majraM,The purifier(Soma)[RV][RV 10.106.7 for aśvinā]
2894.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+740-920-323+,1,[+740-920-323+],SOLO,0,1,0.0,madan,O delighting one[√मद् शतृ; SR: mṛḍa]
2895.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+740-055-033-706-235+,1,[+740-055-033-706-235+],SOLO,0,1,0.0,ref:596.2,
2896.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,SEAL:R,+617-142-013-820+,1,[+617-142-013-820+],SOLO,0,1,0.0,rata-Anana,O one with pleased[BhP] face[R]
2897.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+617-550-003+,1,[+617-550-003+],SOLO,0,1,0.0,ref:552.1,
2898.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+494-615-179-100-001-033-426+,1,[+494-615-179-100-001-033-426+],SOLO,0,1,0.0,yaja-AsanAH,Abiders[AV] of the yajna[ŚBr](sacrifices)
2899.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+407-063-520-095+,1,[+407-063-520-095+],SOLO,0,1,0.0,antara,O one who is inside all[RV; SR: śipiviṣṭa]
2900.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+405-005+,1,[+405-005+],SOLO,0,1,0.0,ref:232.1,
2901.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+740-923-240-235-806+,1,[+740-923-240-235-806+],SOLO,0,1,0.0,SAma-mAna,"O one with appeasing[MW, Śiva form] form[RV]"
2902.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,]000-220-415-832[,1,[]000-220-415-832[],SOLO,0,1,0.0,,
2903.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,+740-923-235-742-380+,1,[+740-923-235-742-380+],SOLO,0,1,0.0,BARa-amAn,The roaring[√भण् घञ्] powerful[RV] ones
2904.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+407-061-002-817+,1,[+407-061-002-817+],SOLO,0,1,0.0,rava-tara,O Roaring[√रु अच्] Śiva[MBh]
2905.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+045-740-806+,1,[+045-740-806+],SOLO,0,1,0.0,sa-aYjiH,The one with[RV] brilliancy[RV]
2906.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+220+,1,[+220+],SOLO,0,1,0.0,ref:250.1,
2907.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+390-840-233-240-744-033-272+,1,[+390-840-233-240-744-033-272+],SOLO,0,1,0.0,tad jAn mama Dara,"O that Creator[√जन् क्विप्], (you're) my bearer[RV]"
2908.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:R,+031-625-140-220-415+,1,[+031-625-140-220-415+],SOLO,0,1,0.0,tamata-BA,She with desired[Uṇ] appearance[RV]
2909.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:R,]415-798-002-354-004+,1,[]415-798-002-354-004+],SOLO,0,1,0.0,,
2910.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Steatite,SEAL:R,+220-786-255+,1,[+220-786-255+],SOLO,0,1,0.0,ref:2778.1,
2911.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Steatite,SEAL:C,+256-832+,1,[+256-832+],SOLO,0,1,0.0,tamA,She who is most desired[Kir.]
2912.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:C,+324-255-001-405-016+,1,[+324-255-001-405-016+],SOLO,0,1,0.0,hara-amam,The might[RV] of Rudra(Śiva)[MBh]
2913.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Steatite,SEAL:C,]000-140+,1,[]000-140+],SOLO,0,1,0.0,,
2914.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,POT:T:s,+747-004-408+,1,[+747-004-408+],SOLO,0,1,0.0,racam,The creator[√रच् अच्]
2915.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,POT:T:s,+000-000-590-705+,1,[+000-000-590-705+],SOLO,0,1,0.0,,
2916.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,POT:T:s,+692-904-000-031-000+,1,[+692-904-000-031-000+],SOLO,0,1,0.0,,
2917.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,POT:T:s,+000-000-904-692-000+,1,[+000-000-904-692-000+],SOLO,0,1,0.0,,
2918.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,POT:T:s,+740-792+,1,[+740-792+],SOLO,0,1,0.0,ref:740.1,
2919.1,yajnadevam,Harappa,Inter-Riverine,-,Clay,TAG:R,]806-468-520-095-033-705[,1,[]806-468-520-095-033-705[],SOLO,0,1,0.0,,
2919.2,yajnadevam,Harappa,Inter-Riverine,-,Clay,TAG:R,+527-550-231-798[,1,[+527-550-231-798[],SOLO,0,1,0.0,,
2919.3,yajnadevam,Harappa,Inter-Riverine,-,Clay,TAG:R,]690-435-255-055[,1,[]690-435-255-055[],SOLO,0,1,0.0,,
2920.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Clay,TAG:W,+595-705-000[,1,[+595-705-000[],SOLO,0,1,0.0,,
2920.2,yajnadevam,Mohenjo-daro,Lower Indus,Late,Clay,TAG:W,+595-705-000[,1,[+595-705-000[],SOLO,0,1,0.0,,
2920.3,yajnadevam,Mohenjo-daro,Lower Indus,Late,Clay,TAG:W,+000-000-530-000+,1,[+000-000-530-000+],SOLO,0,1,0.0,,
2921.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAG:P,+740-100-415-741-060-920+,1,[+740-100-415-741-060-920+],SOLO,0,1,0.0,ref:2859.1,
2922.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+090-740-176-000-000+,1,[+090-740-176-000-000+],SOLO,0,1,0.0,,
2923.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAG:L,+156-003+,1,[+156-003+],SOLO,0,1,0.0,ref:693.3,
2924.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740-390-590-033-705-000+,1,[+740-390-590-033-705-000+],SOLO,0,1,0.0,,
2925.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740-390-590-033-705+,1,[+740-390-590-033-705+],SOLO,0,1,0.0,aYja-varam,The excellent[MBh] anointer[√अञ्ज्+अच्]
2926.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Paste,TAB:B,+740-390-590-033-705+,1,[+740-390-590-033-705+],SOLO,0,1,0.0,ref:2925.1,
2927.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740-390-590-033-705-000+,1,[+740-390-590-033-705-000+],SOLO,0,1,0.0,,
2928.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,MDLN,+000-820+,1,[+000-820+],SOLO,0,1,0.0,,
2928.2,yajnadevam,Mohenjo-daro,Lower Indus,-,-,MDLN,+400-000-000-220+,1,[+400-000-000-220+],SOLO,0,1,0.0,,
2929.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAG:P,+740-390-590-002-820+,1,[+740-390-590-002-820+],SOLO,0,1,0.0,ref:537.1,
2930.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,SEAL,+740-100+,1,[+740-100+],SOLO,0,1,0.0,ref:26.1,
2931.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Paste,TAB:B,+740-176-235+,1,[+740-176-235+],SOLO,0,1,0.0,ref:472.1,
2932.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+943+,1,[+943+],SOLO,0,1,0.0,ref:528.1,
2933.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+942+,1,[+942+],SOLO,0,1,0.0,ref:528.1,
2933.2,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+942+,1,[+942+],SOLO,0,1,0.0,ref:528.1,
2934.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+167-706+,1,[+167-706+],SOLO,0,1,0.0,ref:1010.1,
2934.2,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+167-706+,1,[+167-706+],SOLO,0,1,0.0,ref:1010.1,
2935.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Faience,TAB:B,]740-100-415+,1,[]740-100-415+],SOLO,0,1,0.0,,
2935.2,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Faience,TAB:B,]740-100-415+,1,[]740-100-415+],SOLO,0,1,0.0,,
2936.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+000-002-520-000-000-000-906-388+,1,[+000-002-520-000-000-000-906-388+],SOLO,0,1,0.0,,
2937.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+856-000-000-368+,1,[+856-000-000-368+],SOLO,0,1,0.0,,
2937.2,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+000-000+,1,[+000-000+],SOLO,0,1,0.0,,
2938.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Faience,TAB:B,+740-032-840-220-002-861+,1,[+740-032-840-220-002-861+],SOLO,0,1,0.0,rava mada-han,O Roarer[√रु] Passion killer
2939.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740-032-840-240-002-000+,1,[+740-032-840-240-002-000+],SOLO,0,1,0.0,,
2940.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Faience,TAB:B,+740-690-435-255+,1,[+740-690-435-255+],SOLO,0,1,0.0,ref:516.2,
2941.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740-760[,1,[+740-760[],SOLO,0,1,0.0,,
2942.1,yajnadevam,Dholavira,Gujarat/Kutch,4,Steatite,SEAL:S,+621-740-514+,1,[+621-740-514+],SOLO,0,1,0.0,Unam,The small one[AV; =kṣulla]
2943.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740[,1,[+740[],SOLO,0,1,0.0,ref:26.1,
2944.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740-630+,1,[+740-630+],SOLO,0,1,0.0,ref:32.1,
2945.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740-630+,1,[+740-630+],SOLO,0,1,0.0,ref:32.1,
2946.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Faience,TAB:B,+740-630+,1,[+740-630+],SOLO,0,1,0.0,ref:32.1,
2947.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740[,1,[+740[],SOLO,0,1,0.0,ref:26.1,
2948.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Faience,TAB:B,+740-630+,1,[+740-630+],SOLO,0,1,0.0,ref:32.1,
2949.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+090-740-240-235-590-645-104+,1,[+090-740-240-235-590-645-104+],SOLO,0,1,0.0,ref:2380.1,
2950.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+090-740-240-235-590-645-104+,1,[+090-740-240-235-590-645-104+],SOLO,0,1,0.0,ref:2380.1,
2951.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+090-740-240-235-590-645-104+,1,[+090-740-240-235-590-645-104+],SOLO,0,1,0.0,ref:2380.1,
2952.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+090-740-240-235-590-645-104+,1,[+090-740-240-235-590-645-104+],SOLO,0,1,0.0,ref:2380.1,
2953.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+400-740-220-415-798+,1,[+400-740-220-415-798+],SOLO,0,1,0.0,ref:1234.1,
2954.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Faience,TAB:B,+400-740-220-415-798+,1,[+400-740-220-415-798+],SOLO,0,1,0.0,ref:1234.1,
2955.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Faience,TAB:B,+540+,1,[+540+],SOLO,0,1,0.0,ref:159.1,
2955.2,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Faience,TAB:B,+400-158-806-473+,1,[+400-158-806-473+],SOLO,0,1,0.0,ref:592.1,
2956.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+740-100-415-191-002-817+,1,[+740-100-415-191-002-817+],SOLO,0,1,0.0,ravaH AstAm,May the Roarer[√रु] Sit down(Preside)[√आस् लोट् 3s]
2956.2,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+400-740-904-798-460-350+,1,[+400-740-904-798-460-350+],SOLO,0,1,0.0,Cada-A-hAniH,The complete[RV] cessation[Kāv] of the coverer(Vṛtr)[MBh]
2957.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Faience,TAB:B,+400-740-405-590-235-806+,1,[+400-740-405-590-235-806+],SOLO,0,1,0.0,ref:1235.1,
2958.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Faience,TAB:B,+740-100-220+,1,[+740-100-220+],SOLO,0,1,0.0,ref:316.1,
2959.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+151-031-000-000-000+,1,[+151-031-000-000-000+],SOLO,0,1,0.0,,
2959.2,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+000+,1,[+000+],SOLO,0,1,0.0,,
2960.1,yajnadevam,Mohenjo-daro,Lower Indus,-,-,TAB:B,+617-142+,1,[+617-142+],SOLO,0,1,0.0,ref:137.1,
2961.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+400-000-706+,1,[+400-000-706+],SOLO,0,1,0.0,,
2961.2,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+840-000-000-240+,1,[+840-000-000-240+],SOLO,0,1,0.0,,
2962.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Clay,TAB:B,+400-097-700-004+,1,[+400-097-700-004+],SOLO,0,1,0.0,cAREH,by the givers[√चण् अच्]
2963.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Clay,TAB:B,+400-097-700-004+,1,[+400-097-700-004+],SOLO,0,1,0.0,ref:2962.1,
2964.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+400-097-700-004+,1,[+400-097-700-004+],SOLO,0,1,0.0,ref:2962.1,
2965.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+103-740-803-060-540+,1,[+103-740-803-060-540+],SOLO,0,1,0.0,dama-hanAH,the Subduing[Mbh] killing[RV] ones
2965.2,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+718-815+,1,[+718-815+],SOLO,0,1,0.0,ref:2187.1,
2966.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+400-740-803+,1,[+400-740-803+],SOLO,0,1,0.0,SaniH,Śiva[MW] (also Saturn)
2967.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+000-740-585-832-000+,1,[+000-740-585-832-000+],SOLO,0,1,0.0,,
2967.2,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+000-455-066-942-090-000+,1,[+000-455-066-942-090-000+],SOLO,0,1,0.0,,
2968.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+000-740-585-000-240+,1,[+000-740-585-000-240+],SOLO,0,1,0.0,,
2968.2,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+000-455-066-942-090-000+,1,[+000-455-066-942-090-000+],SOLO,0,1,0.0,,
2969.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+520-235+,1,[+520-235+],SOLO,0,1,0.0,ref:5.1,
2969.2,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+255-000+,1,[+255-000+],SOLO,0,1,0.0,,
2969.3,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+090-740-615+,1,[+090-740-615+],SOLO,0,1,0.0,nAna,Nāna (N. of a man)
2970.1,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+520-235+,1,[+520-235+],SOLO,0,1,0.0,ref:613.1,
2970.2,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+435-255-165-000+,1,[+435-255-165-000+],SOLO,0,1,0.0,,
2970.3,yajnadevam,Mohenjo-daro,Lower Indus,Intermediate,Clay,TAB:B,+090-740-000+,1,[+090-740-000+],SOLO,0,1,0.0,,
2971.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+615-016-435-255-400-136-140+,1,[+615-016-435-255-400-136-140+],SOLO,0,1,0.0,tayI mohanaH,The protector[√तय् अच् इनि] Śiva[R]
2972.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+850-140-803-002-840-016+,1,[+850-140-803-002-840-016+],SOLO,0,1,0.0,sat-vaha-tara,O bringer[MBh] and transcender[MBh] of existence[RV]
2973.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+850-140-803-002-840-016+,1,[+850-140-803-002-840-016+],SOLO,0,1,0.0,ref:2972.1,
2974.1,yajnadevam,Mohenjo-daro,Lower Indus,Late,Clay,TAB:B,+000-362+,1,[+000-362+],SOLO,0,1,0.0,,
2974.2,yajnadevam,Mohenjo-daro,Lower Indus,Late,Clay,TAB:B,+090-740-585-803-240+,1,[+090-740-585-803-240+],SOLO,0,1,0.0,maha-BaRa,O mighty[RV] Roarer[√भण् अच्]
2975.1,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+390-697-151-740-176-798-838+,1,[+390-697-151-740-176-798-838+],SOLO,0,1,0.0,sahasAna-yAnAnAm ara,O mover[√ऋ अच्] of mighty[RV] ships/vehicles[RV]
2975.2,yajnadevam,Mohenjo-daro,Lower Indus,-,Clay,TAB:B,+032-840-221-150-741-070-255+,1,[+032-840-221-150-741-070-255+],SOLO,0,1,0.0,maha-anya ama-A-daha,O great[RV] inexhaustible[AV] O mighty[RV] Burner[आ-√दह्]
